"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório","Regras de Validação do Campo"
"K310","208","01","REG","Texto fixo contendo “K310”.","C","004","-","“K310”","Sim","-"
"K310","208","02","EMP_COD_PARTE","Código da empresa detentora do valor aglutinado que foi eliminado","N","004","-","-","Sim","[REGRA_EXISTE_EMP_COD_ K100]"
"K310","208","03","VALOR","Parcela do valor eliminado total","N","019","02","-","Sim","[REGRA_SOMATORIO_ VALOR_CONTRAPARTIDA]"
"K310","208","04","IND_VALOR","Indicador da situação do valor eliminado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K315","209","01","REG","Texto fixo contendo “K315”.","C","004","-","“K315”","Sim","-"
"K315","209","02","EMP_COD_CONTRA","Código da empresa da contrapartida","N","004","-","-","Sim","[ [REGRA_EXISTE_EMP_ COD_K100] REGRA_EMP_COD_CONTRA_ DIFERENTE_EMP_COD_PARTE]"
"K315","209","03","COD_CONTRA","Código da conta consolidada da contrapartida","C","-","-","-","Sim","[ [REGRA_COD_CTA_DIFERENTE_ COD_CONTRA] REGRA_EXISTE_COD _CTA_K300]"
"K315","209","04","VALOR","Parcela da contrapartida do valor eliminado total","N","019","02","-","Sim","[ [REGRA_MAIOR_QUE_ZERO] REGRA_SOMATORIO_ VALOR_CONTRAPARTIDA]"
"K315","209","05","IND_VALOR","Indicador da situação do valor eliminado: D – Devedor C – Credor","C","001","-","[D;C]","Sim","-"
"K990","211","01","REG","Texto fixo contendo “K990”.","C","004","-","""K990""","Sim","-"
"K990","211","02","QTD_LIN_K","Quantidade total de linhas do Bloco K.","N","-","-","-","Sim","[REGRA_QRD_LIN_ BLOCOK]"
"9001","212","01","REG","Texto fixo contendo “9001”.","C","004","-","“9001”","Sim","-"
"9001","212","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"9900","213","01","REG","Texto fixo contendo “9900”.","C","4","-","“9900”","Sim","-"
"9900","213","02","REG_BLC","Registro que será totalizado no próximo campo.","C","4","-","Somente tipos de registro previstos para a escrituração contábil digital","Sim","-"
"9900","213","03","QTD_REG_BLC","Total de registros do tipo informado no campo anterior.","N","-","-","-","Sim","[REGRA_QTD_REG _BLC]"
"9990","214","01","REG","Texto fixo contendo “9990”.","C","004","-","""9990""","Sim","-"
"9990","214","02","QTD_LIN_9","Quantidade total de linhas do Bloco 9.","N","-","-","-","Sim","[REGRA_QRD_LIN_ BLOCO9]"
"9999","215","01","REG","Texto fixo contendo “9999”.","C","004","-","""9999""","Sim","-"
"9999","215","02","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","-","-","-","Sim","[REGRA_QTD_LIN_ ARQUIVO]"
"9999","217","03","REGRA_REGISTRO_OBRIGATORIO","Verifica se o tipo de registro é obrigatório, conforme obrigatoriedade definida em cada registro. Erro","","","","","",""
"9999","217","04","REGRA_REGISTRO_NAO_SE_APLICA","Verifica se o tipo de registro se aplica à escrituração, conforme definições do leiaute do arquivo. Erro","","","","","",""
