"register","index","code","desc","spec_type","length","spec_required","type","required","conditional_required","decimal","spec_in","spec_out","conditional_out_required","conditional_in_required"
"C380","4","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","","","","O","",""
"C380","5","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","O","",""
"C380","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","","","float","","","06","","OC","True",""
"C380","7","VL_UNIT_ICMS_OP_CONV","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C380","8","VL_UNIT_ICMS_OP_ESTOQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","","float","","","06","","OC","True",""
"C380","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C390","2","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1","N","003*","","int","","","","","O","",""
"C390","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","","O","",""
"C390","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C390","5","VL_OPR","Valor total acumulado das operações correspondentes à combinação de CST_ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos.","N","","","float","","","02","","O","",""
"C390","6","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","02","","OC","True",""
"C390","7","VL_ICMS","Valor acumulado do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","","OC","True",""
"C390","8","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","02","","OC","True",""
"C390","9","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","char","","","","","OC","True",""
"C400","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","","char","","","","","O","",""
"C400","3","ECF_MOD","Modelo do equipamento","C","020","","char","","","","","O","",""
"C400","4","ECF_FAB","Número de série de fabricação do ECF","C","021","","char","","","","","O","",""
"C400","5","ECF_CX","Número do caixa atribuído ao ECF","N","003","","int","","","","","O","",""
"C405","2","DT_DOC","Data do movimento a que se refere a Redução Z","N","008*","","date","","","","","O","",""
"C405","3","CRO","Posição do Contador de Reinício de Operação","N","003","","int","","","","","O","",""
"C405","4","CRZ","Posição do Contador de Redução Z","N","006","","int","","","","","O","",""
"C405","5","NUM_COO_FIN","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)","N","009","","int","","","","","O","",""
"C405","6","GT_FIN","Valor do Grande Total final","N","","","float","","","02","","O","",""
"C405","7","VL_BRT","Valor da venda bruta","N","","","float","","","02","","O","",""
"C410","2","VL_PIS","Valor total do PIS","N","","","float","","","02","","OC","True",""
"C410","3","VL_COFINS","Valor total da COFINS","N","","","float","","","02","","OC","True",""
"C420","2","COD_TOT_PAR","Código do totalizador, conforme Tabela 4.4.6","C","007","","char","","","","","O","",""
"C420","3","VLR_ACUM_TOT","Valor acumulado no totalizador, relativo à respectiva Redução Z.","N","","","float","","","02","","O","",""
"C420","4","NR_TOT","Número do totalizador quando ocorrer mais de uma situação com a mesma carga tributária efetiva.","N","002","","int","","","","","OC","True",""
"C420","5","DESCR_NR_TOT","Descrição da situação tributária relativa ao totalizador parcial, quando houver mais de um com a mesma carga tributária efetiva.","C","","","char","","","","","OC","True",""
"C425","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C425","3","QTD","Quantidade acumulada do item","N","","","float","","","03","","O","",""
"C425","4","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","O","",""
"C425","5","VL_ITEM","Valor acumulado do item","N","","","float","","","02","","O","",""
"C425","6","VL_PIS","Valor do PIS","N","","","float","","","02","","OC","True",""
"C425","7","VL_COFINS","Valor da COFINS","N","","","float","","","02","","OC","True",""
"C430","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","","char","","","","","O","",""
"C430","3","QUANT_CONV","Quantidade do item","N","","","float","","","06","","O","",""
"C430","4","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","","","","O","",""
"C430","5","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","O","",""
"C430","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, considerando redução da base de cálculo do ICMS ST na tributação, se houver.","N","","","float","","","06","","OC","True",""
"C430","7","VL_UNIT_ICMS_OP_CONV","Valor unitário do ICMS que o contribuinte teria se creditado, ou pode se creditar, referente à operação de entrada da mercadoria, caso estivesse submetida ao regime comum de tributação, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","","float","","","06","","OC","True",""
"C430","8","VL_UNIT_ICMS_OP_ESTOQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","","float","","","06","","OC","True",""
"C430","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C460","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","","char","","","","","O","",""
"C460","3","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","","int","","","","","O","",""
"C460","4","NUM_DOC","Número do documento fiscal (COO)","N","009","","int","","","","","O","",""
"C460","5","DT_DOC","Data da emissão do documento fiscal","N","008*","","date","","","","","O","",""
"C460","6","VL_DOC","Valor total do documento fiscal","N","","","float","","","02","","O","",""
"C460","7","VL_PIS","Valor do PIS","N","","","float","","","02","","OC","True",""
"C460","8","VL_COFINS","Valor da COFINS","N","","","float","","","02","","OC","True",""
"C460","9","CPF_CNPJ","CPF ou CNPJ do adquirente","N","014","","int","","","","","OC","True",""
"C460","10","NOM_ADQ","Nome do adquirente","C","060","","char","","","","","OC","True",""
"C465","2","CHV_CFE","Chave do Cupom Fiscal Eletrônico","N","044","","int","","","","","O","",""
"C465","3","NUM_CCF","Número do Contador de Cupom Fiscal","N","009","","int","","","","","O","",""
"C470","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C470","3","QTD","Quantidade do item","N","","","float","","","03","","O","",""
"C470","4","QTD_CANC","Quantidade cancelada, no caso de cancelamento parcial de item","N","","","float","","","03","","OC","True",""
"C470","5","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","O","",""
"C470","6","VL_ITEM","Valor total do item","N","","","float","","","02","","O","",""
"C470","7","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1.","N","003*","","int","","","","","O","",""
"C470","8","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","","O","",""
"C470","9","ALIQ_ICMS","Alíquota do ICMS – Carga tributária efetiva em percentual","N","006","","float","","","02","","OC","True",""
"C470","10","VL_PIS","Valor do PIS","N","","","float","","","02","","OC","True",""
"C470","11","VL_COFINS","Valor da COFINS","N","","","float","","","02","","OC","True",""
"C480","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","","char","","","","","O","",""
"C480","3","QUANT_CONV","Quantidade do item","N","","","float","","","06","","O","",""
"C480","4","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","","","","O","",""
"C480","5","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","O","",""
"C480","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","","","float","","","06","","OC","True",""
"C480","7","VL_UNIT_ICMS_OP_CONV","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C480","8","VL_UNIT_ICMS_OP_ESTOQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","","float","","","06","","OC","True",""
"C480","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C490","2","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1","N","003*","","int","","","","","O","",""
"C490","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","","O","",""
"C490","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C490","5","VL_OPR","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS, incluídas as despesas acessórias e acréscimos","N","","","float","","","02","","O","",""
"C490","6","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","02","","O","",""
"C490","7","VL_ICMS","Valor acumulado do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","","O","",""
"C490","8","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","char","","","","","OC","True",""
"C495","2","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C495","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C495","4","QTD","Quantidade acumulada do item","N","","","float","","","03","","O","",""
"C495","5","QTD_CANC","Quantidade cancelada acumulada, no caso de cancelamento parcial de item","N","","","float","","","03","","OC","True",""
"C495","6","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","O","",""
"C495","7","VL_ITEM","Valor acumulado do item","N","","","float","","","02","","O","",""
"C495","8","VL_DESC","Valor acumulado dos descontos","N","","","float","","","02","","OC","True",""
"C495","9","VL_CANC","Valor acumulado dos cancelamentos","N","","","float","","","02","","OC","True",""
"C495","10","VL_ACMO","Valor acumulado dos acréscimos","N","","","float","","","02","","OC","True",""
"C495","11","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","","float","","","02","","OC","True",""
"C495","12","VL_ICMS","Valor acumulado do ICMS","N","","","float","","","02","","OC","True",""
"C495","13","VL_ISEN","Valor das saídas isentas do ICMS","N","","","float","","","02","","OC","True",""
"C495","14","VL_NT","Valor das saídas sob não-incidência ou não- tributadas pelo ICMS","N","","","float","","","02","","OC","True",""
"C495","15","VL_ICMS_ST","Valor das saídas de mercadorias adquiridas com substituição tributária do ICMS","N","","","float","","","02","","OC","True",""
"C500","2","IND_OPER","Indicador do tipo de operação: 0 - Entrada; 1 - Saída","C","001*","","char","","","","O","O","",""
"C500","3","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão própria; 1 - Terceiros","C","001*","","char","","","","O","O","",""
"C500","4","COD_PART","Código do participante (campo 02 do Registro 0150): - do adquirente, no caso das saídas; - do fornecedor no caso de entradas","C","060","","char","","","","O","O","",""
"C500","5","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","","char","","","","O","O","",""
"C500","6","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","","int","","","","O","O","",""
"C500","7","SER","Série do documento fiscal","C","004","","char","","","","OC","OC","True","True"
"C500","8","SUB","Subsérie do documento fiscal","N","003","","int","","","","OC","OC","True","True"
"C500","9","COD_CONS","- Código de classe de consumo de energia elétrica ou gás: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 - Serviço Público. - Código de classe de consumo de Fornecimento D´água – Tabela 4.4.2.","C","002*","","char","","","","OC","OC","True","True"
"C500","10","NUM_DOC","Número do documento fiscal","N","009","","int","","","","O","O","",""
"C500","11","DT_DOC","Data da emissão do documento fiscal","N","008*","","date","","","","O","O","",""
"C500","12","DT_E_S","Data da entrada ou da saída","N","008*","","date","","","","O","O","",""
"C500","13","VL_DOC","Valor total do documento fiscal","N","","","float","","","02","O","O","",""
"C500","14","VL_DESC","Valor total do desconto","N","","","float","","","02","OC","OC","True","True"
"C500","15","VL_FORN","Valor total fornecido/consumido","N","","","float","","","02","O","O","",""
"C500","16","VL_SERV_NT","Valor total dos serviços não-tributados pelo ICMS","N","","","float","","","02","OC","OC","True","True"
"C500","17","VL_TERC","Valor total cobrado em nome de terceiros","N","","","float","","","02","OC","OC","True","True"
"C500","18","VL_DA","Valor total de despesas acessórias indicadas no documento fiscal","N","","","float","","","02","OC","OC","True","True"
"C500","19","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","","float","","","02","OC","OC","True","True"
"C500","20","VL_ICMS","Valor acumulado do ICMS","N","","","float","","","02","OC","OC","True","True"
"C500","21","VL_BC_ICMS_ST","Valor acumulado da base de cálculo do ICMS substituição tributária","N","","","float","","","02","OC","OC","True","True"
"C500","22","VL_ICMS_ST","Valor acumulado do ICMS retido por substituição tributária","N","","","float","","","02","OC","OC","True","True"
"C500","23","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","","char","","","","OC","OC","True","True"
"C500","24","VL_PIS","Valor do PIS","N","","","float","","","02","OC","OC","True","True"
"C500","25","VL_COFINS","Valor da COFINS","N","","","float","","","02","OC","OC","True","True"
"C500","26","TPLIGACAO","Código de tipo de Ligação 1 - Monofásico 2 - Bifásico 3 - Trifásico","N","001*","","int","","","","OC","OC","True","True"
"C500","27","COD_GRUPO_TENSAO","Código de grupo de tensão: 01 - A1 - Alta Tensão (230kV ou mais) 02 - A2 - Alta Tensão (88 a 138kV) 03 - A3 - Alta Tensão (69kV) 04 - A3a - Alta Tensão (30kV a 44kV) 05 - A4 - Alta Tensão (2,3kV a 25kV) 06 - AS - Alta Tensão Subterrâneo 06 07 - B1 - Residencial 07 08 - B1 - Residencial Baixa Renda 08 09 - B2 - Rural 09 10 - B2 - Cooperativa de Eletrificação Rural 11 - B2 - Serviço Público de Irrigação 12 - B3 - Demais Classes 13 - B4a - Iluminação Pública - rede de distribuição 14 - B4b - Iluminação Pública - bulbo de lâmpada","C","002*","","char","","","","OC","OC","True","True"
"C510","2","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","","int","","","","","O","",""
"C510","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C510","4","COD_CLASS","Código de classificação do item de energia elétrica, conforme a Tabela 4.4.1","N","004*","","int","","","","","OC","True",""
"C510","5","QTD","Quantidade do item","N","","","float","","","03","","OC","True",""
"C510","6","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","OC","True",""
"C510","7","VL_ITEM","Valor do item","N","","","float","","","02","","O","",""
"C510","8","VL_DESC","Valor total do desconto","N","","","float","","","02","","OC","True",""
"C510","9","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1","N","003*","","int","","","","","O","",""
"C510","10","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","","O","",""
"C510","11","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","","float","","","02","","OC","True",""
"C510","12","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C510","13","VL_ICMS","Valor do ICMS creditado/debitado","N","","","float","","","02","","OC","True",""
"C510","14","VL_BC_ICMS_ST","Valor da base de cálculo referente à substituição tributária","N","","","float","","","02","","OC","True",""
"C510","15","ALIQ_ST","Alíquota do ICMS da substituição tributária na unidade da federação de destino","N","006","","float","","","02","","OC","True",""
"C510","16","VL_ICMS_ST","Valor do ICMS referente à substituição tributária","N","","","float","","","02","","OC","True",""
"C510","17","IND_REC","Indicador do tipo de receita: 0- Receita própria;","C","001*","","char","","","","","O","",""
"C510","18","COD_PART","Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)","C","060","","char","","","","","OC","True",""
"C510","19","VL_PIS","Valor do PIS","N","","","float","","","02","","OC","True",""
"C510","20","VL_COFINS","Valor da COFINS","N","","","float","","","02","","OC","True",""
"C510","21","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","char","","","","","OC","True",""
"C590","2","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1.","N","003*","","int","","","","O","O","",""
"C590","3","CFOP","Código Fiscal de Operação e Prestação do agrupamento de itens","N","004*","","int","","","","O","O","",""
"C590","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","OC","OC","True","True"
"C590","5","VL_OPR","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","02","O","O","",""
"C590","6","VL_BC_ICMS","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","OC","O","","True"
"C590","7","VL_ICMS","Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","OC","O","","True"
"C590","8","VL_BC_ICMS_ST","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" da substituição tributária referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","OC","O","","True"
"C590","9","VL_ICMS_ST","Parcela correspondente ao valor creditado/debitado do ICMS da substituição tributária, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","02","OC","O","","True"
"C590","10","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","OC","O","","True"
"C590","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","char","","","","OC","OC","True","True"
"C591","2","VL_FCP_OP","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação própria, na combinação de CST_ICMS, CFOP e alíquota do ICMS","N","","","float","","","02","OC","OC","True","True"
"C591","3","VL_FCP_ST","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação de substituição tributária, na combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","OC","OC","True","True"
"C595","2","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","char","","","","O","O","",""
"C595","3","TXT_COMPL","Descrição complementar do código de observação.","C","","","char","","","","OC","OC","True","True"
"C597","2","COD_AJ","Código do ajustes/benefício/incentivo, conforme tabela indicada no item 5.3.","C","010*","","char","","","","O","O","",""
"C597","3","DESCR_COMPL_AJ","Descrição complementar do ajuste do documento fiscal","C","","","char","","","","OC","OC","True","True"
"C597","4","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","OC","OC","True","True"
"C597","5","VL_BC_ICMS","Base de cálculo do ICMS ou do ICMS ST","N","","","float","","","02","OC","OC","True","True"
"C597","6","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","OC","OC","True","True"
"C597","7","VL_ICMS","Valor do ICMS ou do ICMS ST","N","","","float","","","02","OC","OC","True","True"
"C597","8","VL_OUTROS","Outros valores","N","","","float","","","02","OC","OC","True","True"
"C600","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","","char","","","","","O","",""
"C600","3","COD_MUN","Código do município dos pontos de consumo, conforme a tabela IBGE","N","007*","","int","","","","","O","",""
"C600","4","SER","Série do documento fiscal","C","004","","char","","","","","OC","True",""
"C600","5","SUB","Subsérie do documento fiscal","N","003","","int","","","","","OC","True",""
"C600","6","COD_CONS","- Código de classe de consumo de energia elétrica ou gás: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 -Serviço Público. - Código de classe de consumo de Fornecimento D´água – Tabela 4.4.2.","C","002*","","char","","","","","O","",""
"C600","7","QTD_CONS","Quantidade de documentos consolidados neste registro","N","","","int","","","","","O","",""
"C600","8","QTD_CANC","Quantidade de documentos cancelados","N","","","int","","","","","OC","True",""
"C600","9","DT_DOC","Data dos documentos consolidados","N","008*","","date","","","","","O","",""
"C600","10","VL_DOC","Valor total dos documentos","N","","","float","","","02","","O","",""
"C600","11","VL_DESC","Valor acumulado dos descontos","N","","","float","","","02","","OC","True",""
"C600","12","CONS","Consumo total acumulado, em kWh (Código 06)","N","","","int","","","","","OC","True",""
"C600","13","VL_FORN","Valor acumulado do fornecimento","N","","","float","","","02","","OC","True",""
"C600","14","VL_SERV_NT","Valor acumulado dos serviços não- tributados pelo ICMS","N","","","float","","","02","","OC","True",""
"C600","15","VL_TERC","Valores cobrados em nome de terceiros","N","","","float","","","02","","OC","True",""
"C600","16","VL_DA","Valor acumulado das despesas acessórias","N","","","float","","","02","","OC","True",""
"C600","17","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","","float","","","02","","OC","True",""
"C600","18","VL_ICMS","Valor acumulado do ICMS","N","","","float","","","02","","OC","True",""
"C600","19","VL_BC_ICMS_ST","Valor acumulado da base de cálculo do ICMS substituição tributária","N","","","float","","","02","","OC","True",""
"C600","20","VL_ICMS_ST","Valor acumulado do ICMS retido por substituição tributária","N","","","float","","","02","","OC","True",""
"C600","21","VL_PIS","Valor acumulado do PIS","N","","","float","","","02","","OC","True",""
"C600","22","VL_COFINS","Valor acumulado COFINS","N","","","float","","","02","","OC","True",""
"C601","2","NUM_DOC_CANC","Número do documento fiscal cancelado","N","009","","int","","","","","O","",""
"C610","2","COD_CLASS","Código de classificação do item de energia elétrica, conforme Tabela 4.4.1","N","004*","","int","","","","","OC","True",""
"C610","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C610","4","QTD","Quantidade acumulada do item","N","","","float","","","03","","O","",""
"C610","5","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","O","",""
"C610","6","VL_ITEM","Valor acumulado do item","N","","","float","","","02","","O","",""
"C610","7","VL_DESC","Valor acumulado dos descontos","N","","","float","","","02","","OC","True",""
"C610","8","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1","N","003*","","int","","","","","O","",""
"C610","9","CFOP","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2.","N","004*","","int","","","","","O","",""
"C610","10","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C610","11","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","","float","","","02","","OC","True",""
"C610","12","VL_ICMS","Valor acumulado do ICMS debitado","N","","","float","","","02","","OC","True",""
"C610","13","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","","float","","","02","","OC","True",""
"C610","14","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","","float","","","02","","OC","True",""
"C610","15","VL_PIS","Valor do PIS","N","","","float","","","02","","OC","True",""
"C610","16","VL_COFINS","Valor da COFINS","N","","","float","","","02","","OC","True",""
"C610","17","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","char","","","","","OC","True",""
"C690","2","CST_ICMS","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1","N","003*","","int","","","","","O","",""
"C690","3","CFOP","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2","N","004*","","int","","","","","O","",""
"C690","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","2","","OC","True",""
"C690","5","VL_OPR","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","2","","O","",""
"C690","6","VL_BC_ICMS","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação CST_ICMS, CFOP e alíquota do ICMS","N","","","float","","","2","","O","",""
"C690","7","VL_ICMS","Parcela correspondente ao ""Valor do ICMS"" referente à combinação CST_ICMS, CFOP e alíquota do ICMS","N","","","float","","","2","","O","",""
"C690","8","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","","O","",""
"C690","9","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","","float","","","02","","O","",""
"C690","10","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","","float","","","02","","O","",""
"C690","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","char","","","","","OC","True",""
"C700","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","","char","","","","","O","",""
"C700","3","SER","Série do documento fiscal","C","004","","char","","","","","OC","True",""
"C700","4","NRO_ORD_INI","Número de ordem inicial","N","009","","int","","","","","O","",""
"C700","5","NRO_ORD_FIN","Número de ordem final","N","009","","int","","","","","O","",""
"C700","6","DT_DOC_INI","Data de emissão inicial dos documentos / Data inicial de vencimento da fatura","N","008*","","date","","","","","O","",""
"C700","7","DT_DOC_FIN","Data de emissão final dos documentos / Data final do vencimento da fatura","N","008*","","date","","","","","O","",""
"C700","8","NOM_MEST","Nome do arquivo Mestre de Documento Fiscal","C","033","","char","","","","","O","",""
"C700","9","CHV_COD_DIG","Chave de codificação digital do arquivo Mestre de Documento Fiscal","C","032","","char","","","","","O","",""
"C790","2","CST_ICMS","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1","N","003*","","int","","","","","O","",""
"C790","3","CFOP","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2","N","004*","","int","","","","","O","",""
"C790","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C790","5","VL_OPR","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","02","","O","",""
"C790","6","VL_BC_ICMS","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação","N","","","float","","","02","","O","",""
"C790","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação CST_ICMS, CFOP e alíquota do ICMS","N","","","float","","","02","","O","",""
"C790","8","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","","","float","","","02","","O","",""
"C790","9","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","","","float","","","02","","O","",""
