"register","index","code","desc","spec_type","length","spec_required","type","required","decimal"
"D605","3","VL_ITEM","Valor acumulado do item","N","","S","float","True","02"
"D605","4","VL_DESC","Valor acumulado dos descontos/exclusões da base de cálculo","N","","N","float","False","02"
"D605","5","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"D605","6","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"D609","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"D609","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"D990","2","QTD_LIN_D","Quantidade total de linhas do Bloco D","N","","S","int","True",""
"F001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001","S","char","True",""
"F010","2","CNPJ","Número de inscrição do estabelecimento no CNPJ.","N","014*","S","int","True",""
"F100","2","IND_OPER","Indicador do Tipo da Operação: 0 – Operação Representativa de Aquisição, Custos, Despesa ou Encargos, ou Receitas, Sujeita à Incidência de Crédito de PIS/Pasep ou Cofins (CST 50 a 66). 1 – Operação Representativa de Receita Auferida Sujeita ao Pagamento da Contribuição para o PIS/Pasep e da Cofins (CST 01, 02, 03 ou 05). 2 - Operação Representativa de Receita Auferida Não Sujeita ao Pagamento da Contribuição para o PIS/Pasep e da Cofins (CST 04, 06, 07, 08, 09, 49 ou 99).","C","001*","S","char","True",""
"F100","3","COD_PART","Código do participante (Campo 02 do Registro 0150)","C","060","N","char","False",""
"F100","4","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","N","char","False",""
"F100","5","DT_OPER","Data da Operação (ddmmaaaa)","N","008*","S","date","True",""
"F100","6","VL_OPER","Valor da Operação/Item","N","","S","float","True","02"
"F100","7","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"F100","8","VL_BC_PIS","Base de cálculo do PIS/PASEP","N","","N","float","False","04"
"F100","9","ALIQ_PIS","Alíquota do PIS/PASEP","N","008","N","float","False","04"
"F100","10","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"F100","11","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"F100","12","VL_BC_COFINS","Base de cálculo da COFINS","N","","N","float","False","04"
"F100","13","ALIQ_COFINS","Alíquota da COFINS","N","008","N","float","False","04"
"F100","14","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"F100","15","NAT_BC_CRED","Código da Base de Cálculo dos Créditos, conforme a tabela indicada no item 4.3.7, caso seja informado código representativo de crédito nos Campos 07 (CST_PIS) e 11 (CST_COFINS).","C","002*","N","char","False",""
"F100","16","IND_ORIG_CRED","Indicador da origem do crédito:","C","001*","N","char","False",""
"F100","17","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"F100","18","COD_CCUS","Código do Centro de Custos","C","255","N","char","False",""
"F100","19","DESC_DOC_OPER","Descrição do Documento/Operação","C","","N","char","False",""
"F111","2","NUM_PROC","Identificação do processo ou ato concessório.","C","020","S","char","True",""
"F111","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"F120","2","NAT_BC_CRED","Código da Base de Cálculo do Crédito sobre Bens Incorporados ao Ativo Imobilizado, conforme a Tabela indicada no item 4.3.7: 09 = Crédito com Base nos Encargos de Depreciação; 11 = Crédito com Base nos Encargos de Amortização","C","002*","S","char","True",""
"F120","3","IDENT_BEM_IMOB","Identificação dos Bens/Grupo de Bens Incorporados ao Ativo Imobilizado: 01 = Edificações e Benfeitorias em Imóveis Próprios; 02 = Edificações e Benfeitorias em Imóveis de Terceiros; 03 = Instalações; 04 = Máquinas; 05 = Equipamentos; 06 = Veículos; 99 = Outros .","N","002*","S","int","True",""
"F120","4","IND_ORIG_CRED","Indicador da origem do bem incorporado ao ativo imobilizado, gerador de crédito: 0 – Aquisição no Mercado Interno 1 – Aquisição no Mercado Externo (Importação)","C","001*","N","char","False",""
"F120","5","IND_UTIL_BEM_IMOB","Indicador da Utilização dos Bens Incorporados ao Ativo Imobilizado: 1 – Produção de Bens Destinados a Venda; 2 – Prestação de Serviços; 3 – Locação a Terceiros; 9 – Outros.","N","001*","S","int","True",""
"F120","6","VL_OPER_DEP","Valor do Encargo de Depreciação/Amortização Incorrido no Período","N","","S","float","True","02"
"F120","7","PARC_OPER_NAO_BC_CRED","Parcela do Valor do Encargo de Depreciação/Amortização a excluir da base de cálculo de Crédito","N","","N","float","False","02"
"F120","8","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"F120","9","VL_BC_PIS","Base de cálculo do Crédito de PIS/PASEP no período (06 – 07)","N","","N","float","False","02"
"F120","10","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"F120","11","VL_PIS","Valor do Crédito de PIS/PASEP","N","","N","float","False","02"
"F120","12","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"F120","13","VL_BC_COFINS","Base de Cálculo do Crédito da COFINS no período (06 – 07)","N","","N","float","False","02"
"F120","14","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"F120","15","VL_COFINS","Valor do crédito da COFINS","N","","N","float","False","02"
"F120","16","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"F120","17","COD_CCUS","Código do Centro de Custos","C","255","N","char","False",""
"F120","18","DESC_BEM_IMOB","Descrição complementar do bem ou grupo de bens, com crédito apurado com base nos encargos de depreciação ou amortização.","C","","N","char","False",""
"F129","2","NUM_PROC","Identificação do processo ou ato concessório.","C","020","S","char","True",""
"F129","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"F130","2","NAT_BC_CRED","Texto fixo contendo ""10"" (Código da Base de Cálculo do Crédito sobre Bens Incorporados ao Ativo Imobilizado, conforme a Tabela indicada no item 4.3.7)","C","002*","S","char","True",""
"F130","3","IDENT_BEM_IMOB","Identificação dos bens ou grupo de bens incorporados ao Ativo Imobilizado: 01 = Edificações e Benfeitorias; 03 = Instalações; 04 = Máquinas; 05 = Equipamentos; 06 = Veículos; 99 = Outros bens incorporados ao Ativo Imobilizado.","N","002*","S","int","True",""
"F130","4","IND_ORIG_CRED","Indicador da origem do bem incorporado ao ativo imobilizado, gerador de crédito: 0 – Aquisição no Mercado Interno 1 – Aquisição no Mercado Externo (Importação)","C","001*","N","char","False",""
"F130","5","IND_UTIL_BEM_IMOB","Indicador da Utilização dos Bens Incorporados ao Ativo Imobilizado: 1 – Produção de Bens Destinados a Venda; 2 – Prestação de Serviços; 3 – Locação a Terceiros; 9 – Outros.","N","001*","S","int","True",""
"F130","6","MES_OPER_AQUIS","Mês/Ano de Aquisição dos Bens Incorporados ao Ativo Imobilizado, com apuração de crédito com base no valor de aquisição.","N","006*","N","int","False",""
"F130","7","VL_OPER_AQUIS","Valor de Aquisição dos Bens Incorporados ao Ativo Imobilizado – Crédito com base no valor de aquisição.","N","","S","float","True","02"
"F130","8","PARC_OPER_NAO_BC_CRED","Parcela do Valor de Aquisição a excluir da base de cálculo de Crédito","N","","N","float","False","02"
"F130","9","VL_BC_CRED","Valor da Base de Cálculo do Crédito sobre Bens Incorporados ao Ativo Imobilizado (07 – 08)","N","","S","float","True","02"
"F130","10","IND_NR_PARC","Indicador do Número de Parcelas a serem apropriadas (Crédito sobre Valor de Aquisição): 1 – Integral (Mês de Aquisição); 2 – 12 Meses; 3 – 24 Meses; 4 – 48 Meses; 5 – 6 Meses (Embalagens de bebidas frias) 9 – Outra periodicidade definida em Lei.","N","001*","S","int","True",""
"F130","11","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"F130","12","VL_BC_PIS","Base de cálculo Mensal do Crédito de PIS/PASEP, conforme indicador informado no campo 10.","N","","N","float","False","02"
"F130","13","ALIQ_PIS","Alíquota do PIS/PASEP","N","008","N","float","False","04"
"F130","14","VL_PIS","Valor do Crédito de PIS/PASEP","N","","N","float","False","02"
"F130","15","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"F130","16","VL_BC_COFINS","Base de Cálculo Mensal do Crédito da COFINS, conforme indicador informado no campo 10.","N","","N","float","False","02"
"F130","17","ALIQ_COFINS","Alíquota da COFINS","N","008","N","float","False","04"
"F130","18","VL_COFINS","Valor do crédito da COFINS","N","","N","float","False","02"
"F130","19","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"F130","20","COD_CCUS","Código do Centro de Custos","C","255","N","char","False",""
"F130","21","DESC_BEM_IMOB","Descrição complementar do bem ou grupo de bens, com crédito apurado com base no valor de aquisição.","C","","N","char","False",""
"F139","2","NUM_PROC","Identificação do processo ou ato concessório.","C","020","S","char","True",""
"F139","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","S","char","True",""
"F150","2","NAT_BC_CRED","Texto fixo contendo ""18"" Código da Base de Cálculo do Crédito sobre Estoque de Abertura, conforme a Tabela indicada no item 4.3.7.","C","002*","S","char","True",""
"F150","3","VL_TOT_EST","Valor Total do Estoque de Abertura","N","","S","float","True","002"
"F150","4","EST_IMP","Parcela do estoque de abertura referente a bens, produtos e mercadorias importados, ou adquiridas no mercado interno sem direito ao crédito","N","","N","float","False","002"
"F150","5","VL_BC_EST","Valor da Base de Cálculo do Crédito sobre o Estoque de Abertura (03 – 04)","N","","S","float","True","002"
"F200","2","IND_OPER","Indicador do Tipo da Operação: 01 – Venda a Vista de Unidade Concluída; 02 – Venda a Prazo de Unidade Concluída; 03 – Venda a Vista de Unidade em Construção; 04 – Venda a Prazo de Unidade em Construção; 05 – Outras.","N","002*","S","int","True",""
"F200","3","UNID_IMOB","Indicador do tipo de unidade imobiliária Vendida: 01 – Terreno adquirido para venda;","N","002*","S","int","True",""
"F200","4","IDENT_EMP","Identificação/Nome do Empreendimento","C","","S","char","True",""
"F200","5","OB","Descrição resumida da unidade imobiliária vendida","C","090","N","char","False",""
"F200","6","NUM_CONT","Número do Contrato/Documento que formaliza a Venda da Unidade Imobiliária","C","090","N","char","False",""
"F200","7","CPF_CNPJ_ADQU","Identificação da pessoa física (CPF) ou da pessoa jurídica (CNPJ) adquirente da unidade imobiliária","C","014","S","char","True",""
"F200","8","DT_OPER","Data da operação de venda da unidade imobiliária","N","008*","S","date","True",""
"F205","2","VL_CUS_INC_ACUM_ANT","Valor Total do Custo Incorrido da unidade imobiliária acumulado até o mês anterior ao da escrituração","N","","S","float","True","02"
"F205","3","VL_CUS_INC_PER_ESC","Valor Total do Custo Incorrido da unidade imobiliária no mês da escrituração","N","","S","float","True","02"
"F205","4","VL_CUS_INC_ACUM","Valor Total do Custo Incorrido da unidade imobiliária acumulado até o mês da escrituração (Campo 02 + 03)","N","","S","float","True","02"
"F205","5","VL_EXC_BC_CUS_INC_ACUM","Parcela do Custo Incorrido sem direito ao crédito da atividade imobiliária, acumulado até o período.","N","","S","float","True","02"
"F205","6","VL_BC_CUS_INC","Valor da Base de Cálculo do Crédito sobre o Custo Incorrido, acumulado até o período da escrituração (Campo 04 – 05)","N","","S","float","True","02"
"F205","7","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"F205","8","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","S","float","True","04"
"F205","9","VL_CRED_PIS_ACUM","Valor Total do Crédito Acumulado sobre o custo incorrido – PIS/PASEP (Campo 06 x 08)","N","","S","float","True","02"
"F205","10","VL_CRED_PIS_DESC_ANT","Parcela do crédito descontada até o período anterior da escrituração – PIS/PASEP (proporcional à receita recebida até o mês anterior).","N","","S","float","True","02"
"F205","11","VL_CRED_PIS_DESC","Parcela a descontar no período da escrituração – PIS/PASEP (proporcional à receita recebida no mês).","N","","S","float","True","02"
"F205","12","VL_CRED_PIS_DESC_FUT","Parcela a descontar em períodos futuros – PIS/PASEP (Campo 09 – 10 – 11).","N","","S","float","True","02"
"F205","13","CST_COFINS","Código da Situação Tributária referente ao COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"F205","14","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","008","S","float","True","04"
"F205","15","VL_CRED_COFINS_ACUM","Valor Total do Crédito Acumulado sobre o custo incorrido - COFINS (Campo 06 x 14)","N","","S","float","True","02"
"F205","16","VL_CRED_COFINS_DESC_ANT","Parcela do crédito descontada até o período anterior da escrituração – COFINS (proporcional à receita recebida até o mês anterior).","N","","S","float","True","02"
"F205","17","VL_CRED_COFINS_DESC","Parcela a descontar no período da escrituração – COFINS (proporcional à receita recebida no mês).","N","","S","float","True","02"
"F205","18","VL_CRED_COFINS_DESC_FUT","Parcela a descontar em períodos futuros – COFINS (Campo 15 – 16 – 17).","N","","S","float","True","02"
"F210","2","VL_CUS_ORC","Valor Total do Custo Orçado para Conclusão da Unidade Vendida","N","","S","float","True","02"
"F210","3","VL_EXC","Valores Referentes a Pagamentos a Pessoas Físicas, Encargos Trabalhistas, Sociais e Previdenciários e à aquisição de bens e serviços não sujeitos ao pagamento das contribuições","N","","S","float","True","02"
"F210","4","VL_CUS_ORC_AJU","Valor da Base de Calculo do Crédito sobre o Custo Orçado Ajustado (Campo 02 – 03).","N","","S","float","True","02"
"F210","5","VL_BC_CRED","Valor da Base de Cálculo do Crédito sobre o Custo Orçado referente ao mês da escrituração, proporcionalizada em função da receita recebida no mês.","N","","S","float","True","02"
"F210","6","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3.","N","002*","S","int","True",""
"F210","7","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"F210","8","VL_CRED_PIS_UTIL","Valor do Crédito sobre o custo orçado a ser utilizado no período da escrituração - PIS/PASEP (Campo 05 x 07)","N","","N","float","False","02"
"F210","9","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","S","int","True",""
"F210","10","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"F210","11","VL_CRED_COFINS_UTIL","Valor do Crédito sobre o custo orçado a ser utilizado no período da escrituração - COFINS (Campo 05 x 10)","N","","N","float","False","02"
"F211","2","NUM_PROC","Identificação do processo ou ato concessório.","C","020","S","char","True",""
"F211","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"F500","2","VL_REC_CAIXA","Valor total da receita recebida, referente à combinação de CST e Alíquota.","N","","S","float","True","02"
"F500","3","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"F500","4","VL_DESC_PIS","Valor do desconto / exclusão da base de cálculo","N","","N","float","False","02"
"F500","5","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"F500","6","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"F500","7","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"F500","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"F500","9","VL_DESC_COFINS","Valor do desconto / exclusão da base de cálculo","N","","N","float","False","02"
"F500","10","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"F500","11","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"F500","12","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"F500","13","COD_MOD","Código do modelo do documento fiscal conforme a Tabela 4.1.1","C","002*","N","char","False",""
"F500","14","CFOP","Código fiscal de operação e prestação","N","004*","N","int","False",""
"F500","15","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"F500","16","INFO_COMPL","Informação complementar","C","","N","char","False",""
"F509","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"F509","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"F510","2","VL_REC_CAIXA","Valor total da receita recebida, referente à combinação de CST e Alíquota.","N","","S","float","True","02"
"F510","3","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"F519","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"F519","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"F525","2","VL_REC","Valor total da receita recebida, correspondente ao indicador informado no campo 03 (IND_REC)","N","","S","float","True","02"
"F525","3","IND_REC","Indicador da composição da receita recebida no período (Campo 02), por: 01- Clientes 02- Administradora de cartão de débito/crédito 03- Título de crédito - Duplicata, nota promissória, cheque, etc. 04- Documento fiscal 05- Item vendido (produtos e serviços) 99- Outros (Detalhar no campo 10 – Informação Complementar)","C","002*","S","char","True",""
"F525","4","CNPJ_CPF","CNPJ/CPF do participante (cliente/pessoa física ou jurídica pagadora) ou da administradora de cartões (vendas por cartão de débito ou de crédito), no caso de detalhamento da receita recebida conforme os indicadores “01” ou “02”, respectivamente.","C","014","N","char","False",""
"F525","5","NUM_DOC","Número do título de crédito ou do documento fiscal, no caso de detalhamento da receita recebida conforme os indicadores “03” ou “04”, respectivamente.","C","060","N","char","False",""
"F525","6","COD_ITEM","Código do item (campo 02 do Registro 0200), no caso de detalhamento da receita recebida por item vendido, conforme o indicador “05”.","C","060","N","char","False",""
"F525","7","VL_REC_DET","Valor da receita detalhada, correspondente ao conteúdo informado no campo 04, 05, 06 ou 10.","N","","S","float","True","02"
"F525","8","CST_PIS","Código da Situação Tributária do PIS/Pasep","N","002*","N","int","False",""
"F550","2","VL_REC_COMP","Valor total da receita auferida, referente à combinação de CST e Alíquota.","N","","S","float","True","02"
"F550","3","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002*","S","int","True",""
"F550","4","VL_DESC_PIS","Valor do desconto / exclusão da base de cálculo","N","","N","float","False","02"
"F550","5","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","N","float","False","02"
"F550","6","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"F550","7","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"F550","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","S","int","True",""
"F550","9","VL_DESC_COFINS","Valor do desconto / exclusão da base de cálculo","N","","N","float","False","02"
"F550","10","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","N","float","False","02"
"F550","11","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"F550","12","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"F550","13","COD_MOD","Código do modelo do documento fiscal conforme a Tabela 4.1.1","C","002*","N","char","False",""
"F550","14","CFOP","Código fiscal de operação e prestação","N","004*","N","int","False",""
"F550","15","COD_CTA","Código da conta analítica contábil debitada / creditada","C","255","N","char","False",""
"F550","16","INFO_COMPL","Informação complementar","C","","N","char","False",""
"F559","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"F559","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"F560","2","VL_REC_COMP","Valor total da receita auferida, referente à combinação de CST e Alíquota.","N","","S","float","True","02"
"F560","3","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP","N","002 *","S","int","True",""
"F560","4","VL_DESC_PIS","Valor do desconto / exclusão","N","","N","float","False","02"
"F560","5","QUANT_BC_PIS","Base de cálculo em quantidade - PIS/PASEP","N","","N","float","False","03"
"F560","6","ALIQ_PIS_QUANT","Alíquota do PIS/PASEP (em reais)","N","008","N","float","False","04"
"F560","7","VL_PIS","Valor do PIS/PASEP","N","","N","float","False","02"
"F560","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002 *","S","int","True",""
"F560","9","VL_DESC_COFINS","Valor do desconto / exclusão","N","","N","float","False","02"
"F560","10","QUANT_BC_COFINS","Base de cálculo em quantidade – COFINS","N","","N","float","False","03"
"F560","11","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","008","N","float","False","04"
"F560","12","VL_COFINS","Valor da COFINS","N","","N","float","False","02"
"F560","13","COD_MOD","Código do modelo do documento fiscal conforme a Tabela 4.1.1","C","002 *","N","char","False",""
"F560","14","CFOP","Código fiscal de operação e prestação","N","004 *","N","int","False",""
"F560","15","COD_CTA","Código da conta analítica contábil debitada / creditada","C","255","N","char","False",""
"F560","16","INFO_COMPL","Informação complementar","C","","N","char","False",""
"F569","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","S","char","True",""
"F569","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","S","char","True",""
"F600","2","IND_NAT_RET","Indicador de Natureza da Retenção na Fonte: 01 - Retenção por Órgãos, Autarquias e Fundações Federais 02 - Retenção por outras Entidades da Administração Pública Federal 03 - Retenção por Pessoas Jurídicas de Direito Privado 04 - Recolhimento por Sociedade Cooperativa 05 - Retenção por Fabricante de Máquinas e Veículos 99 - Outras Retenções","N","002*","S","int","True",""
"F600","3","DT_RET","Data da Retenção","N","008*","S","date","True",""
"F600","4","VL_BC_RET","Base de calculo da retenção ou do recolhimento (sociedade cooperativa)","N","","S","float","True","04"
"F600","5","VL_RET","Valor Total Retido na Fonte / Recolhido (sociedade cooperativa)","N","","S","float","True","02"
"F600","6","COD_REC","Código da Receita","C","004","N","char","False",""
"F600","7","IND_NAT_REC","Indicador da Natureza da Receita: 0 – Receita de Natureza Não Cumulativa 1 – Receita de Natureza Cumulativa","N","001*","N","int","False",""
"F600","8","CNPJ","CNPJ referente a:","N","014*","S","int","True",""
"F600","9","VL_RET_PIS","Valor Retido na Fonte – Parcela Referente ao PIS/Pasep","N","","S","float","True","02"
"F700","2","IND_ORI_DED","Indicador de Origem de Deduções Diversas: 01 – Créditos Presumidos - Medicamentos 02 – Créditos Admitidos no Regime Cumulativo – Bebidas Frias 03 – Contribuição Paga pelo Substituto Tributário - ZFM 04 – Substituição Tributária – Não Ocorrência do Fato Gerador Presumido 99 - Outras Deduções","N","002*","S","int","True",""
"F700","3","IND_NAT_DED","Indicador da Natureza da Dedução:","N","001*","S","int","True",""
"F700","4","VL_DED_PIS","Valor a Deduzir - PIS/PASEP","N","","S","float","True","02"
"F800","2","IND_NAT_EVEN","Indicador da Natureza do Evento de Sucessão: 01 – Incorporação 02 – Fusão 03 – Cisão Total 04 – Cisão Parcial 99 – Outros","N","002*","S","int","True",""
"F800","3","DT_EVEN","Data do Evento","N","008*","S","date","True",""
"F800","4","CNPJ_SUCED","CNPJ da Pessoa Jurídica Sucedida","N","014*","S","int","True",""
"F800","5","PA_CONT_CRED","Período de Apuração do Crédito – Mês/Ano (MM/AAAA)","N","006*","S","int","True",""
"F800","6","COD_CRED","Código do crédito transferido, conforme Tabela 4.3.6","N","003*","S","int","True",""
"F800","7","VL_CRED_PIS","Valor do Crédito Transferido de PIS/Pasep","N","","S","float","True","02"
"F800","8","VL_CRED_COFINS","Valor do Crédito Transferido de Cofins","N","","S","float","True","02"
"F990","2","QTD_LIN_F","Quantidade total de linhas do Bloco F","N","","S","int","True",""
"I001","2","IND_MOV","Indicador de movimento: 0 - Bloco com dados informados 1 - Bloco sem dados informados","C","001","","char","",""
"I010","2","CNPJ","Número de inscrição da pessoa jurídica no CNPJ.","N","014*","","int","",""
"I010","3","IND_ATIV","Indicador de operações realizadas no período: 01 – Exclusivamente operações de Instituições Financeiras e Assemelhadas 02 – Exclusivamente operações de Seguros Privados 03 – Exclusivamente operações de Previdência Complementar 04 – Exclusivamente operações de Capitalização 05 – Exclusivamente operações de Planos de Assistência à Saúde 06 – Realizou operações referentes a mais de um dos indicadores acima","N","002*","","int","",""
"I010","4","INFO_COMPL","Informação Complementar","C","","","char","",""
"I100","2","VL_REC","Valor Total do Faturamento/Receita Bruta no Período","N","","","float","","02"
"I100","3","CST_PIS_COFINS","Código de Situação Tributária referente à Receita informada no Campo 02 (Tabelas 4.3.3 e 4.3.4)","N","002*","","int","",""
"I100","4","VL_TOT_DED_GER","Valor Total das Deduções e Exclusões de Caráter Geral","N","","","float","","02"
"I100","5","VL_TOT_DED_ESP","Valor Total das Deduções e Exclusões de Caráter Específico","N","","","float","","02"
"I100","6","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","","","float","","02"
"I100","7","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","","float","","02"
"I100","8","VL_PIS","Valor do PIS/PASEP","N","","","float","","02"
"I100","9","VL_BC_COFINS","Valor da base de cálculo da Cofins","N","","","float","","02"
"I100","10","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","","float","","02"
"I100","11","VL_COFINS","Valor da COFINS","N","","","float","","02"
"I100","12","INFO_COMPL","Informação Complementar dos dados informados no registro","C","","","char","",""
"I199","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","char","",""
"I199","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","","char","",""
"I200","2","NUM_CAMPO","Informar o número do campo do registro “I100” (Campos 02, 04 ou 05), objeto de informação neste registro.","C","002*","","char","",""
"I200","3","COD_DET","Código do tipo de detalhamento, conforme Tabelas 7.1.1 e/ou 7.1.2","C","005*","","char","",""
"I200","4","DET_VALOR","Valor detalhado referente ao campo 03 (COD_DET) deste registro","N","","","float","","02"
"I200","5","COD_CTA","Código da conta contábil referente ao valor informado no campo 04 (DET_VALOR)","C","255","","char","",""
"I200","6","INFO_COMPL","Informação Complementar dos dados informados no registro","C","","","char","",""
"I299","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","char","",""
"I299","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","","char","",""
"I300","2","COD_COMP","Código das Tabelas 7.1.3 (Receitas – Visão Analítica/Referenciada) e/ou 7.1.4 (Deduções e exclusões – Visão Analítica/Referenciada), objeto de complemento neste registro","C","060","","char","",""
"I300","3","DET_VALOR","Valor da receita, dedução ou exclusão, objeto de complemento/detalhamento neste registro, conforme código informado no campo 02 (especificados nas tabelas analíticas 7.1.3 e 7.1.4) ou no campo 04 (código da conta contábil)","N","","","float","","02"
"I300","4","COD_CTA","Código da conta contábil referente ao valor informado no campo 03","C","255","","char","",""
"I300","5","INFO_COMPL","Informação Complementar dos dados informados no registro","C","","","char","",""
"I399","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","char","",""
"I399","3","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","","char","",""
"I990","2","QTD_LIN_I","Quantidade total de linhas do Bloco I","N","","","int","",""
"M001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","S","char","True",""
