"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"D197","2","COD_AJ","char","","True","True","","","","010*","","C","","O","O","Código do ajustes/benefício/incentivo, conforme tabela indicada no item 5.3."
"D197","3","DESCR_COMPL_AJ","char","","","","","True","True","","","C","","OC","OC","Descrição complementar do ajuste do documento fiscal"
"D197","4","COD_ITEM","char","","","","","True","True","060","","C","","OC","OC","Código do item (campo 02 do Registro 0200)"
"D197","5","VL_BC_ICMS","float","","","","","True","True","","02","N","","OC","OC","Base de cálculo do ICMS ou do ICMS ST"
"D197","6","ALIQ_ICMS","float","","","","","True","True","006","02","N","","OC","OC","Alíquota do ICMS"
"D197","7","VL_ICMS","float","","","","","True","True","","02","N","","OC","OC","Valor do ICMS ou do ICMS ST"
"D197","8","VL_OUTROS","float","","","","","True","True","","02","N","","OC","OC","Outros valores"
"D300","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D300","3","SER","char","","","True","","","","004","","C","","","O","Série do documento fiscal"
"D300","4","SUB","int","","","","","","True","004","","N","","","OC","Subsérie do documento fiscal"
"D300","5","NUM_DOC_INI","int","","","True","","","","006","","N","","","O","Número do primeiro documento fiscal emitido (mesmo modelo, série e subsérie)"
"D300","6","NUM_DOC_FIN","int","","","True","","","","","","N","","","O","Número do último documento fiscal emitido (mesmo modelo, série e subsérie)"
"D300","7","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"D300","8","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2"
"D300","9","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D300","10","DT_DOC","date","","","True","","","","008*","","N","","","O","Data da emissão dos documentos fiscais"
"D300","11","VL_OPR","float","","","True","","","","","02","N","","","O","Valor total acumulado das operações correspondentes à combinação de CST_ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos."
"D300","12","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor total dos descontos"
"D300","13","VL_SERV","float","","","True","","","","","02","N","","","O","Valor total da prestação de serviço"
"D300","14","VL_SEG","float","","","","","","True","","02","N","","","OC","Valor de seguro"
"D300","15","VL_OUTDESP","float","","","","","","True","","02","N","","","OC","Valor de outras despesas"
"D300","16","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Valor total da base de cálculo do ICMS"
"D300","17","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor total do ICMS"
"D300","18","VL_RED_BC","float","","","True","","","","","02","N","","","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D300","19","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D300","20","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"D301","2","NUM_DOC_CANC","int","","","True","","","","","","N","","","O","Número do documento fiscal cancelado"
"D310","2","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE"
"D310","3","VL_SERV","float","","","True","","","","","02","N","","","O","Valor total da prestação de serviço"
"D310","4","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor total da base de cálculo do ICMS"
"D310","5","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor total do ICMS"
"D350","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D350","3","ECF_MOD","char","","","True","","","","020","","C","","","O","Modelo do equipamento"
"D350","4","ECF_FAB","char","","","True","","","","021","","C","","","O","Número de série de fabricação do ECF"
"D350","5","ECF_CX","int","","","True","","","","003","","N","","","O","Número do caixa atribuído ao ECF"
"D355","2","DT_DOC","date","","","True","","","","008*","","N","","","O","Data do movimento a que se refere a Redução Z"
"D355","3","CRO","int","","","True","","","","003","","N","","","O","Posição do Contador de Reinício de Operação"
"D355","4","CRZ","int","","","True","","","","006","","N","","","O","Posição do Contador de Redução Z"
"D355","5","NUM_COO_FIN","int","","","True","","","","009","","N","","","O","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)"
"D355","6","GT_FIN","float","","","True","","","","","02","N","","","O","Valor do Grande Total final"
"D355","7","VL_BRT","float","","","True","","","","","02","N","","","O","Valor da venda bruta"
"D360","2","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor total do PIS"
"D360","3","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor total da COFINS"
"D365","2","COD_TOT_PAR","char","","","True","","","","007","","C","","","O","Código do totalizador, conforme Tabela 4.4.6"
"D365","3","VLR_ACUM_TOT","float","","","True","","","","","02","N","","","O","Valor acumulado no totalizador, relativo à respectiva Redução Z."
"D365","4","NR_TOT","int","","","","","","True","002","","N","","","OC","Número do totalizador quando ocorrer mais de uma situação com a mesma carga tributária efetiva."
"D365","5","DESCR_NR_TOT","char","","","","","","True","","","C","","","OC","Descrição da situação tributária relativa ao totalizador parcial, quando houver mais de um com a mesma carga tributária efetiva."
"D370","2","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE"
"D370","3","VL_SERV","float","","","True","","","","","02","N","","","O","Valor total da prestação de serviço"
"D370","4","QTD_BILH","int","","","True","","","","","","N","","","O","Quantidade de bilhetes emitidos"
"D370","5","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor total da base de cálculo do ICMS"
"D370","6","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor total do ICMS"
"D390","2","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1."
"D390","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"D390","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D390","5","VL_OPR","float","","","True","","","","","02","N","","","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D390","6","VL_BC_ISSQN","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo do ISSQN"
"D390","7","ALIQ_ISSQN","float","","","","","","True","006","02","N","","","OC","Alíquota do ISSQN"
"D390","8","VL_ISSQN","float","","","","","","True","","02","N","","","OC","Valor do ISSQN"
"D390","9","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Base de cálculo do ICMS acumulada relativa à alíquota informada"
"D390","10","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor do ICMS acumulado relativo à alíquota informada"
"D390","11","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D400","2","COD_PART","char","","","True","","","","060","","C","","","O","Código do participante (campo 02 do Registro 0150): - agência, filial ou posto"
"D400","3","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D400","4","COD_SIT","int","","","True","","","","002*","","N","","","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D400","5","SER","char","","","","","","True","004","","C","","","OC","Série do documento fiscal"
"D400","6","SUB","int","","","","","","True","003","","N","","","OC","Subsérie do documento fiscal"
"D400","7","NUM_DOC","int","","","True","","","","006","","N","","","O","Número do documento fiscal resumo."
"D400","8","DT_DOC","date","","","True","","","","008*","","N","","","O","Data da emissão do documento fiscal"
"D400","9","VL_DOC","float","","","True","","","","","02","N","","","O","Valor total do documento fiscal"
"D400","10","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"D400","11","VL_SERV","float","","","True","","","","","02","N","","","O","Valor acumulado da prestação de serviço"
"D400","12","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor total da base de cálculo do ICMS"
"D400","13","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor total do ICMS"
"D400","14","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"D400","15","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"D400","16","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"D410","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal , conforme a Tabela 4.1.1"
"D410","3","SER","char","","","True","","","","004","","C","","","O","Série do documento fiscal"
"D410","4","SUB","int","","","","","","True","003","","N","","","OC","Subsérie do documento fiscal"
"D410","5","NUM_DOC_INI","int","","","True","","","","006","","N","","","O","Número do documento fiscal inicial (mesmo modelo, série e subsérie)"
"D410","6","NUM_DOC_FIN","int","","","True","","","","","","N","","","O","Número do documento fiscal final(mesmo modelo, série e subsérie)"
"D410","7","DT_DOC","date","","","True","","","","008*","","N","","","O","Data da emissão dos documentos fiscais"
"D410","8","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"D410","9","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"D410","10","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D410","11","VL_OPR","float","","","True","","","","","02","N","","","O","Valor total acumulado das operações correspondentes à combinação de CST_ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos."
"D410","12","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"D410","13","VL_SERV","float","","","True","","","","","02","N","","","O","Valor acumulado da prestação de serviço"
"D410","14","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado da base de cálculo do ICMS"
"D410","15","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado do ICMS"
"D411","2","NUM_DOC_CANC","int","","","True","","","","","","N","","","O","Número do documento fiscal cancelado"
"D420","2","COD_MUN_ORIG","int","","","True","","","","007*","","N","","","O","Código do município de origem do serviço, conforme a tabela IBGE"
"D420","3","VL_SERV","float","","","True","","","","","02","N","","","O","Valor total da prestação de serviço"
"D420","4","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Valor total da base de cálculo do ICMS"
"D420","5","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor total do ICMS"
"D500","2","IND_OPER","char","","True","True","","","","001*","","C","","O","O","Indicador do tipo de operação: 0- Aquisição; 1- Prestação"
"D500","3","IND_EMIT","char","","True","True","","","","001*","","C","","O","O","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros"
"D500","4","COD_PART","char","","True","True","","","","060","","C","","O","O","Código do participante (campo 02 do Registro 0150): - do prestador do serviço, no caso de aquisição; - do tomador do serviço, no caso de prestação."
"D500","5","COD_MOD","char","","True","True","","","","002*","","C","","O","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D500","6","COD_SIT","int","","True","True","","","","002*","","N","","O","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D500","7","SER","char","","","","","True","True","004","","C","","OC","OC","Série do documento fiscal"
"D500","8","SUB","char","","","","","True","True","003","","C","","OC","OC","Subsérie do documento fiscal"
"D500","9","NUM_DOC","int","","True","True","","","","009","","N","","O","O","Número do documento fiscal"
"D500","10","DT_DOC","date","","True","True","","","","008*","","N","","O","O","Data da emissão do documento fiscal"
"D500","11","DT_A_P","date","","","","","True","True","008*","","N","","OC","OC","Data da entrada (aquisição) ou da saída (prestação do serviço)"
"D500","12","VL_DOC","float","","True","True","","","","","02","N","","O","O","Valor total do documento fiscal"
"D500","13","VL_DESC","float","","","","","True","True","","02","N","","OC","OC","Valor total do desconto"
"D500","14","VL_SERV","float","","True","True","","","","","02","N","","O","O","Valor da prestação de serviços"
"D500","15","VL_SERV_NT","float","","","True","","True","","","02","N","","OC","O","Valor total dos serviços não-tributados pelo ICMS"
"D500","16","VL_TERC","float","","","True","","True","","","02","N","","OC","O","Valores cobrados em nome de terceiros"
"D500","17","VL_DA","float","","","True","","True","","","02","N","","OC","O","Valor de outras despesas indicadas no documento fiscal"
"D500","18","VL_BC_ICMS","float","","","True","","True","","","02","N","","OC","O","Valor da base de cálculo do ICMS"
"D500","19","VL_ICMS","float","","","True","","True","","","02","N","","OC","O","Valor do ICMS"
"D500","20","COD_INF","char","","","","","True","True","006","","C","","OC","OC","Código da informação complementar (campo 02 do Registro 0450)"
"D500","21","VL_PIS","float","","","","","True","True","","02","N","","OC","OC","Valor do PIS"
"D500","22","VL_COFINS","float","","","","","True","True","","02","N","","OC","OC","Valor da COFINS"
"D500","23","COD_CTA","char","","","","","True","True","","","C","","OC","OC","Código da conta analítica contábil debitada/creditada"
"D500","24","TP_ASSINANTE","int","","","True","","True","","001*","","N","","OC","O","Código do Tipo de Assinante: 1 - Comercial/Industrial 2 - Poder Público 3 - Residencial/Pessoa física 4 - Público 5 - Semi-Público 6 - Outros"
"D510","2","NUM_ITEM","int","","","True","","","","003","","N","","","O","Número sequencial do item no documento fiscal"
"D510","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"D510","4","COD_CLASS","int","","","True","","","","004*","","N","","","O","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela 4.4.1"
"D510","5","QTD","float","","","True","","","","","03","N","","","O","Quantidade do item"
"D510","6","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"D510","7","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor do item"
"D510","8","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor total do desconto"
"D510","9","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"D510","10","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação"
"D510","11","VL_BC_ICMS","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo do ICMS"
"D510","12","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D510","13","VL_ICMS","float","","","","","","True","","02","N","","","OC","Valor do ICMS creditado/debitado"
"D510","14","VL_BC_ICMS_UF","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo do ICMS de outras UFs"
"D510","15","VL_ICMS_UF","float","","","","","","True","","02","N","","","OC","Valor do ICMS de outras UFs"
"D510","16","IND_REC","char","","","True","","","","001*","","C","","","O","Indicador do tipo de receita: 0- Receita própria - serviços prestados; 1- Receita própria - cobrança de débitos; 2- Receita própria - venda de mercadorias; 3- Receita própria - venda de serviço pré-pago; 4- Outras receitas próprias; 5- Receitas de terceiros (co-faturamento); 9- Outras receitas de terceiros"
"D510","17","COD_PART","char","","","","","","True","060","","C","","","OC","Código do participante (campo 02 do Registro 0150) receptor da receita, terceiro da operação, se houver."
"D510","18","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"D510","19","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"D510","20","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"D530","2","IND_SERV","char","","","True","","","","001*","","C","","","O","Indicador do tipo de serviço prestado: 0- Telefonia; 1- Comunicação de dados; 2- TV por assinatura; 3- Provimento de acesso à Internet; 4- Multimídia; 9- Outros"
"D530","3","DT_INI_SERV","date","","","","","","True","008*","","N","","","OC","Data em que se iniciou a prestação do serviço"
"D530","4","DT_FIN_SERV","date","","","","","","True","008*","","N","","","OC","Data em que se encerrou a prestação do serviço"
"D530","5","PER_FISCAL","int","","","True","","","","006*","","N","","","O","Período fiscal da prestação do serviço (MMAAAA)"
"D530","6","COD_AREA","char","","","","","","True","","","C","","","OC","Código de área do terminal faturado"
"D530","7","TERMINAL","int","","","","","","True","","","N","","","OC","Identificação do terminal faturado"
"D590","2","CST_ICMS","int","","True","True","","","","003*","","N","","O","O","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1"
"D590","3","CFOP","int","","True","True","","","","004*","","N","","O","O","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2"
"D590","4","ALIQ_ICMS","float","","","","","True","True","006","02","N","","OC","OC","Alíquota do ICMS"
"D590","5","VL_OPR","float","","True","True","","","","","02","N","","O","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D590","6","VL_BC_ICMS","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"D590","7","VL_ICMS","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"D590","8","VL_BC_ICMS_UF","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao valor da base de cálculo do ICMS de outras UFs, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D590","9","VL_ICMS_UF","float","","True","True","","","","","02","N","","O","O","Parcela correspondente ao valor do ICMS de outras UFs, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS."
"D590","10","VL_RED_BC","float","","True","True","","","","","02","N","","O","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D590","11","COD_OBS","char","","","","","True","True","006","","C","","OC","OC","Código da observação (campo 02 do Registro 0460)"
"D600","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D600","3","COD_MUN","int","","","True","","","","007*","","N","","","O","Código do município dos terminais faturados, conforme a tabela IBGE"
"D600","4","SER","char","","","True","","","","004","","C","","","O","Série do documento fiscal"
"D600","5","SUB","int","","","","","","True","003","","N","","","OC","Subsérie do documento fiscal"
"D600","6","COD_CONS","int","","","True","","","","002*","","N","","","O","Código de classe de consumo dos serviços de comunicação ou de telecomunicação, conforme a Tabela 4.4.4"
"D600","7","QTD_CONS","int","","","True","","","","","","N","","","O","Quantidade de documentos consolidados neste registro"
"D600","8","DT_DOC","date","","","True","","","","008*","","N","","","O","Data dos documentos consolidados"
"D600","9","VL_DOC","float","","","True","","","","","02","N","","","O","Valor total acumulado dos documentos fiscais"
"D600","10","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"D600","11","VL_SERV","float","","","True","","","","","02","N","","","O","Valor acumulado das prestações de serviços tributados pelo ICMS"
"D600","12","VL_SERV_NT","float","","","","","","True","","02","N","","","OC","Valor acumulado dos serviços não- tributados pelo ICMS"
"D600","13","VL_TERC","float","","","","","","True","","02","N","","","OC","Valores cobrados em nome de terceiros"
"D600","14","VL_DA","float","","","","","","True","","02","N","","","OC","Valor acumulado das despesas acessórias"
"D600","15","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado da base de cálculo do ICMS"
"D600","16","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado do ICMS"
"D600","17","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor do PIS"
"D600","18","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor da COFINS"
"D610","2","COD_CLASS","int","","","True","","","","004*","","N","","","O","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela 4.4.1"
"D610","3","COD_ITEM","char","","","True","","","","060","","C","","","O","Código do item (campo 02 do Registro 0200)"
"D610","4","QTD","float","","","True","","","","","03","N","","","O","Quantidade acumulada do item"
"D610","5","UNID","char","","","True","","","","006","","C","","","O","Unidade do item (Campo 02 do registro 0190)"
"D610","6","VL_ITEM","float","","","True","","","","","02","N","","","O","Valor acumulado do item"
"D610","7","VL_DESC","float","","","","","","True","","02","N","","","OC","Valor acumulado dos descontos"
"D610","8","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"D610","9","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2."
"D610","10","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D610","11","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado da base de cálculo do ICMS"
"D610","12","VL_ICMS","float","","","True","","","","","02","N","","","O","Valor acumulado do ICMS debitado"
"D610","13","VL_BC_ICMS_UF","float","","","","","","True","","02","N","","","OC","Valor da base de cálculo do ICMS de outras UFs"
"D610","14","VL_ICMS_UF","float","","","","","","True","","02","N","","","OC","Valor do ICMS de outras UFs"
"D610","15","VL_RED_BC","float","","","","","","True","","02","N","","","OC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D610","16","VL_PIS","float","","","","","","True","","02","N","","","OC","Valor acumulado do PIS"
"D610","17","VL_COFINS","float","","","","","","True","","02","N","","","OC","Valor acumulado da COFINS"
"D610","18","COD_CTA","char","","","","","","True","","","C","","","OC","Código da conta analítica contábil debitada/creditada"
"D690","2","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1"
"D690","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2"
"D690","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D690","5","VL_OPR","float","","","True","","","","","02","N","","","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D690","6","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"D690","7","VL_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"D690","8","VL_BC_ICMS_UF","float","","","True","","","","","02","N","","","O","Parcela correspondente ao valor da base de cálculo do ICMS de outras UFs, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D690","9","VL_ICMS_UF","float","","","True","","","","","02","N","","","O","Parcela correspondente ao valor do ICMS de outras UFs, referente à combinação de CST ICMS, CFOP, e alíquota do ICMS."
"D690","10","VL_RED_BC","float","","","True","","","","","02","N","","","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D690","11","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D695","2","COD_MOD","char","","","True","","","","002*","","C","","","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1."
"D695","3","SER","char","","","True","","","","004","","C","","","O","Série do documento fiscal"
"D695","4","NRO_ORD_INI","int","","","True","","","","009","","N","","","O","Número de ordem inicial"
"D695","5","NRO_ORD_FIN","int","","","True","","","","009","","N","","","O","Número de ordem final"
"D695","6","DT_DOC_INI","date","","","True","","","","008*","","N","","","O","Data de emissão inicial dos documentos / Data inicial de vencimento da fatura"
"D695","7","DT_DOC_FIN","date","","","True","","","","008*","","N","","","O","Data de emissão final dos documentos / Data final do vencimento da fatura"
"D695","8","NOM_MEST","char","","","True","","","","033","","C","","","O","Nome do arquivo Mestre de Documento Fiscal"
"D695","9","CHV_COD_DIG","char","","","True","","","","032","","C","","","O","Chave de codificação digital do arquivo Mestre de Documento Fiscal"
"D696","2","CST_ICMS","int","","","True","","","","003*","","N","","","O","Código da Situação Tributária, conforme a tabela indicada no item 4.3.1"
"D696","3","CFOP","int","","","True","","","","004*","","N","","","O","Código Fiscal de Operação e Prestação, conforme a tabela indicada no item 4.2.2"
"D696","4","ALIQ_ICMS","float","","","","","","True","006","02","N","","","OC","Alíquota do ICMS"
"D696","5","VL_OPR","float","","","True","","","","","02","N","","","O","Valor da operação correspondente à combinação de CST_ICMS, CFOP, e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D696","6","VL_BC_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor da base de cálculo do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"D696","7","VL_ICMS","float","","","True","","","","","02","N","","","O","Parcela correspondente ao ""Valor do ICMS"" referente à combinação CST_ICMS, CFOP, e alíquota do ICMS"
"D696","8","VL_BC_ICMS_UF","float","","","True","","","","","02","N","","","O","Parcela correspondente ao valor da base de cálculo do ICMS de outras UFs, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS"
"D696","9","VL_ICMS_UF","float","","","True","","","","","02","N","","","O","Parcela correspondente ao valor do ICMS de outras UFs, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS"
"D696","10","VL_RED_BC","float","","","True","","","","","02","N","","","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS."
"D696","11","COD_OBS","char","","","","","","True","006","","C","","","OC","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D990","2","QTD_LIN_D","int","","True","True","","","","","","N","","O","O","Quantidade total de linhas do Bloco D"
"E001","2","IND_MOV","char","True","","","","","","001","","C","O","","","Indicador de movimento: 0- Bloco com dados informados;"
"E100","2","DT_INI","date","True","","","","","","008*","","N","O","","","Data inicial a que a apuração se refere"
"E100","3","DT_FIN","date","True","","","","","","008*","","N","O","","","Data final a que a apuração se refere"
"E110","2","VL_TOT_DEBITOS","float","True","","","","","","","02","N","O","","","Valor total dos débitos por ""Saídas e prestações com débito do imposto"""
"E110","3","VL_AJ_DEBITOS","float","True","","","","","","","02","N","O","","","Valor total dos ajustes a débito decorrentes do documento fiscal."
"E110","4","VL_TOT_AJ_DEBITOS","float","True","","","","","","","02","N","O","","","Valor total de ""Ajustes a débito"""
"E110","5","VL_ESTORNOS_CRED","float","True","","","","","","","02","N","O","","","Valor total de Ajustes “Estornos de créditos”"
"E110","6","VL_TOT_CREDITOS","float","True","","","","","","","02","N","O","","","Valor total dos créditos por ""Entradas e aquisições com crédito do imposto"""
"E110","7","VL_AJ_CREDITOS","float","True","","","","","","","02","N","O","","","Valor total dos ajustes a crédito decorrentes do documento fiscal."
"E110","8","VL_TOT_AJ_CREDITOS","float","True","","","","","","","02","N","O","","","Valor total de ""Ajustes a crédito"""
"E110","9","VL_ESTORNOS_DEB","float","True","","","","","","","02","N","O","","","Valor total de Ajustes “Estornos de Débitos”"
"E110","10","VL_SLD_CREDOR_ANT","float","True","","","","","","","02","N","O","","","Valor total de ""Saldo credor do período anterior"""
"E110","11","VL_SLD_APURADO","float","True","","","","","","","02","N","O","","","Valor do saldo devedor apurado"
"E110","12","VL_TOT_DED","float","True","","","","","","","02","N","O","","","Valor total de ""Deduções"""
"E110","13","VL_ICMS_RECOLHER","float","True","","","","","","","02","N","O","","","Valor total de ""ICMS a recolher (11-12)"
"E110","14","VL_SLD_CREDOR_TRANSPORTAR","float","True","","","","","","","02","N","O","","","Valor total de ""Saldo credor a transportar para o período seguinte”"
"E110","15","DEB_ESP","float","True","","","","","","","02","N","O","","","Valores recolhidos ou a recolher, extra- apuração."
"E111","2","COD_AJ_APUR","char","True","","","","","","008*","","C","O","","","Código do ajuste da apuração e dedução, conforme a Tabela indicada no item 5.1.1."
"E111","3","DESCR_COMPL_AJ","char","","","","True","","","","","C","OC","","","Descrição complementar do ajuste da apuração."
"E111","4","VL_AJ_APUR","float","True","","","","","","","02","N","O","","","Valor do ajuste da apuração"
"E112","2","NUM_DA","char","","","","True","","","","","C","OC","","","Número do documento de arrecadação estadual, se houver"
